MW,Sv,Se,Sp,Si,nAT,nBT,nBM,nDB,nAB,nHM,nHet,totalcharge,nCIR,MCD,NRS,NNRS,D/Dtr05,D/Dtr06,Ges,Hy,NAME,Type
342.34,25.658,47.32,25.375,51.871,45,45,1,1,0,0,11,0,1,0.261,1,1,0,88.555,23,5.734,1561,fda
342.34,25.658,47.32,25.375,51.871,45,45,1,1,0,0,11,0,1,0.261,1,1,0,88.555,23,5.734,2099,fda
342.34,25.658,47.32,25.375,51.871,45,46,0,0,0,0,11,0,2,0.478,2,1,67.245,80.959,23,5.734,2503,fda
342.34,25.658,47.32,25.375,51.871,45,46,0,0,0,0,11,0,2,0.522,2,1,0,155.329,23,5.734,2774,fda
342.52,32.046,54.236,34.785,61.856,55,58,4,4,0,0,3,0,10,0.68,1,0.25,35.798,118.057,25,-0.435,2583,fda
342.71,25.772,38.909,28.193,43.482,39,40,12,0,12,3,4,0,4,0.762,2,0.667,0,141.884,19,-0.338,1133,fda
342.86,27.842,43.127,29.426,48.468,43,46,13,1,12,1,6,0,7,0.875,2,0.5,0,146.574,22,-0.301,2436,fda
343.42,28.665,46.567,29.688,52.069,46,47,17,1,16,0,7,0,6,0.56,1,0.333,0,104.459,25,3.49,2548,fda
343.52,31.342,53.447,33.824,61.311,54,55,12,1,11,0,5,0,3,0.4,1,0.5,0,137.354,23,-0.356,1901,fda
343.89,28.557,49.222,30.58,55.677,49,49,7,1,6,1,6,0,2,0.478,2,1,70.021,80.939,16,-0.729,755,fda
343.92,26.776,44.196,29.046,49.93,44,45,10,0,10,2,7,0,4,0.682,2,0.667,45.347,129.236,18,-0.22,2413,fda
343.94,29.895,52.661,32.648,60.298,53,53,6,0,6,1,5,0,2,0.391,2,1,0,86.285,18,0.278,359,fda
343.94,29.895,52.661,32.648,60.298,53,53,6,0,6,1,5,0,2,0.391,2,1,0,86.285,18,0.278,1160,fda
343.99,31.234,56.101,34.716,64.919,57,56,6,0,6,1,4,0,1,0.261,1,1,0,86.976,18,1.736,1639,fda
344.34,27.218,42.36,27.273,45.787,41,43,14,2,12,0,7,0,4,0.64,2,0.667,0,201.768,25,0.312,1026,fda
344.34,27.218,42.36,27.273,45.787,41,43,11,5,6,0,7,0,6,0.52,1,0.333,35.215,101.946,25,0.312,1619,fda
344.36,26.184,49.204,26.136,54.286,47,47,0,0,0,0,11,0,1,0.261,1,1,0,88.555,23,6.759,1065,fda
344.36,26.184,49.204,26.136,54.286,47,47,0,0,0,0,11,0,1,0.261,1,1,0,88.555,23,6.759,1821,fda
344.36,26.184,49.204,26.136,54.286,47,47,0,0,0,0,11,0,1,0.261,1,1,0,90.012,23,6.759,2524,fda
344.54,32.573,56.12,35.546,64.271,57,60,3,3,0,0,3,0,10,0.68,1,0.25,35.798,118.057,25,-0.435,917,fda
344.54,32.573,56.12,35.546,64.271,57,60,3,3,0,0,3,0,10,0.68,1,0.25,35.608,116.89,25,-0.435,1325,fda
344.55,32.056,59.541,34.978,68.521,60,59,2,2,0,0,5,0,0,0,0,0,0,0,12,0.957,2259,fda
344.65,34.734,66.421,39.114,77.763,68,67,0,0,0,0,3,0,0,0,0,0,0,0,24,0.173,1083,fda
344.86,29.085,41.596,30.961,46.262,42,45,23,0,23,1,3,0,4,0.92,4,1,68.876,246.033,17,-0.869,221,fda
344.93,29.39,51.88,31.892,59.382,52,51,7,1,6,1,6,0,1,0.261,1,1,0,85.847,20,0.321,1259,fda
345.46,27.61,43.433,29.12,48.365,43,45,17,1,16,1,7,0,4,0.625,2,0.667,51.725,148.794,24,-0.26,144,fda
345.82,26.508,43.011,27.506,48.238,42,42,12,0,12,1,6,0,2,0.522,2,1,0,163.503,16,-0.284,118,fda
345.89,25.964,42.64,27.739,47.724,42,43,9,3,6,2,8,0,2,0.545,2,1,0,154.621,18,1.159,1319,fda
345.91,29.401,47.676,31.705,54.215,48,49,16,0,16,1,5,0,4,0.625,2,0.667,49.012,128.884,20,-0.782,1210,fda
345.95,30.939,51.123,33.978,58.464,52,53,12,0,12,1,3,0,3,0.75,3,1,0,249.435,13,-0.424,1305,fda
346.01,31.761,57.985,35.478,67.335,59,59,1,1,0,1,4,0,2,0.522,2,1,0,160.794,16,-0.815,1347,fda
346.222,26.674,32.225,47.841,34.411,32,31,15,3,12,2,10,0,2,0.5,2,1,0,156.966,10,0.461,1122,fda
346.37,27.546,44.236,27.83,48.575,43,44,12,6,6,0,8,0,2,0.48,2,1,0,159.737,17,-0.238,352,fda
346.37,27.228,47.665,27.466,52.452,46,48,2,2,0,0,9,0,4,0.625,2,0.667,48.929,134.22,24,3.637,1863,fda
346.51,31.761,54.563,34.239,62.066,55,58,3,3,0,0,4,0,10,0.68,1,0.25,35.792,119.29,25,0.194,1537,fda
347.43,26.798,41.876,27.813,46.159,41,43,10,4,6,1,8,0,4,0.583,2,0.667,0,153.26,22,1.86,2970,fda
347.92,30.127,49.567,32.671,56.259,50,50,13,1,12,1,4,0,2,0.5,2,1,0,173.715,13,-0.823,496,fda
348.24,22.964,38.905,24.074,43.868,38,38,7,2,5,1,9,0,3,0.45,1,0.5,24.716,30.171,19,2.125,1916,fda
348.24,25.298,47.956,28.875,55.997,48,43,0,0,0,4,8,0,0,0,0,0,0,0,7,4.113,2804,fda
348.38,28.59,42.698,29.159,46.741,42,46,15,4,11,0,6,0,15,0.808,1,0.2,25.952,153.71,25,-0.332,2901,fda
348.43,25.776,44.516,26.489,49.491,43,45,4,4,0,1,11,0,4,0.609,2,0.667,52.761,140.488,20,1.247,2424,fda
348.44,28.835,47.596,29.966,54.034,47,49,12,1,11,0,7,0,3,0.68,3,1,78.366,180.338,23,-0.277,1656,fda
348.47,27.632,44.534,29.125,49.863,44,45,15,3,12,1,8,0,2,0.5,2,1,0,165.549,21,1.08,2912,fda
348.48,31.267,49.578,33.296,55.983,50,52,15,3,12,0,4,0,3,0.654,3,1,83.17,187.699,22,-0.408,1995,fda
348.52,32.805,53.025,35.569,60.232,54,56,14,2,12,0,2,0,4,0.615,2,0.667,0,215.782,22,-0.484,507,fda
348.92,29.423,48.778,31.711,55.714,49,51,11,1,10,1,6,0,6,0.75,2,0.5,45.224,172.14,20,-0.301,2650,fda
349.35,26.133,40.676,25.864,45.211,39,41,17,0,17,0,9,0,3,0.68,3,1,76.879,178.525,25,-0.198,172,fda
349.45,27.325,43.76,28.574,48.574,43,45,6,6,0,1,8,0,4,0.583,2,0.667,0,153.26,24,1.86,2770,fda
349.47,30.762,48.796,32.54,55.066,49,51,18,2,16,0,5,0,4,0.577,2,0.667,65.108,172.598,24,1.659,13,fda
350.44,26.82,42.978,27.818,47.657,42,45,8,3,5,1,9,0,6,0.625,2,0.5,158.066,0,20,-0.177,2651,fda
350.5,31.476,54.891,33.694,62.275,55,57,3,3,0,0,5,0,4,0.6,2,0.667,63.252,120.139,25,0.926,553,fda
350.5,31.794,51.461,34.057,58.398,52,56,12,2,10,0,4,0,22,0.731,1,0.2,25.219,143.086,25,-0.836,2923,fda
350.92,26.513,45.625,28.506,51.637,45,44,8,3,5,2,9,0,1,0.227,1,1,72.51,0,18,0.483,348,fda
351.35,29.019,46.454,31.864,52.867,47,48,12,0,12,2,4,0,6,0.652,1,0.333,0,79.952,20,-0.815,712,fda
351.39,27.716,45.265,28.108,50.539,44,46,9,3,6,0,8,0,4,0.64,2,0.667,0,192.499,25,0.352,1881,fda
351.401,27.157,41.349,39.057,46.032,41,40,10,4,6,2,10,0,2,0.478,2,1,61.656,70.94,17,0.493,2519,fda
351.44,24.932,37.185,25.938,40.248,36,38,15,4,11,2,9,0,4,0.652,2,0.667,59.609,114.953,22,0.45,306,fda
351.48,31.487,50.687,33.506,57.109,51,53,14,2,12,0,4,0,4,0.615,2,0.667,0,225.167,22,0.175,1282,fda
351.5,29.906,45.669,32.176,50.989,46,48,14,1,12,1,4,0,4,0.64,2,0.667,0,223.191,24,-0.83,211,fda
351.88,28.105,46.44,29.648,52.591,46,47,12,2,10,1,8,0,4,0.583,2,0.667,122.592,60.377,23,0.378,1279,fda
351.95,31.697,49.912,34.762,56.84,51,52,18,0,18,1,2,0,3,0.72,3,1,0,267.794,14,-0.475,1774,fda
352.35,27.132,40.662,29.983,45.458,41,42,13,1,12,3,4,0,6,0.636,1,0.333,0,119.362,20,-0.807,1835,fda
352.37,28.304,43.025,28.614,46.95,42,44,19,2,17,0,7,0,4,0.615,2,0.667,0,223.394,24,0.974,1,fda
352.44,30.412,48.189,31.818,53.695,48,51,17,0,17,0,5,1,10,0.692,1,0.25,0,174.783,26,-0.798,1000,fda
352.52,32.003,56.774,34.455,64.69,57,57,4,4,0,0,5,0,1,0.2,1,1,87.064,0,24,0.926,804,fda
352.53,31.804,56.767,34.25,65.062,57,56,8,2,6,0,6,0,1,0.24,1,1,0,52.419,22,3.451,2658,fda
352.751,24.383,32.92,35.625,35.232,32,32,14,3,11,3,10,0,2,0.5,2,1,64.2,74.256,19,1.248,2569,fda
352.79,26.858,42.24,27.438,45.937,41,43,9,3,6,1,7,0,4,0.583,1,0.333,42.947,125.749,24,-0.699,1147,fda
352.92,27.755,44.094,30.04,49.431,44,45,12,1,11,2,6,0,4,0.652,2,0.667,48.049,124.783,20,0.321,2189,fda
353.28,26.67,41.451,28.284,46.412,41,41,17,1,16,2,7,0,4,0.652,2,0.667,45.061,124.582,19,1.865,2257,fda
353.4,29.337,45.691,30.131,50.282,45,49,13,1,12,0,6,0,15,0.923,1,0.2,69.781,68.86,26,-0.76,1040,fda
353.44,30.18,51.756,33.165,58.872,52,54,7,1,6,1,6,0,10,0.708,1,0.25,0,106.058,22,0.998,2797,fda
353.97,32.224,51.796,35.523,59.255,53,54,17,0,17,1,2,0,4,0.64,2,0.667,0,209.884,19,-0.909,873,fda
353.98,31.707,55.218,34.955,63.504,56,56,7,1,6,1,4,0,2,0.5,2,1,0,173.715,17,-0.823,1967,fda
354.03,33.046,58.658,37.023,68.125,60,60,6,0,6,1,3,0,2,0.5,2,1,0,172.801,17,-0.864,269,fda
354.12,18.568,29.327,19.75,31.84,28,29,3,3,0,1,8,0,2,0.647,2,1,44.992,54.616,17,1.424,387,fda
354.2,25.223,37.244,25.869,40.13,36,37,14,2,12,2,7,0,2,0.522,2,1,0,156.381,19,0.364,1566,fda
354.3,23.201,30.64,25.074,32.884,30,32,13,1,11,4,7,0,3,0.762,3,1,118.898,70.347,21,-0.657,1280,fda
354.32,27.185,47.538,29.233,53.993,47,45,7,1,6,2,8,0,1,0.273,1,1,0,75.918,18,2.824,2599,fda
354.34,27.174,44.898,26.943,48.621,43,44,9,3,6,0,9,0,2,0.48,2,1,0,187.811,25,3.569,564,fda
354.48,31.708,51.796,33.716,58.235,52,53,11,5,6,0,4,0,2,0.462,2,1,0,192.51,24,-0.408,490,fda
354.49,31.509,51.789,33.512,58.607,52,56,11,1,10,0,5,0,22,0.731,1,0.2,24.623,140.521,26,-0.37,2945,fda
354.53,33.046,55.236,35.784,62.856,56,56,11,5,6,0,3,0,1,0.231,1,1,0,106.461,26,-0.874,1510,fda
354.54,32.53,58.658,35.216,67.105,59,59,3,3,0,0,5,0,1,0.2,1,1,87.064,0,25,0.926,196,fda
354.84,25.604,39.098,26.665,42.605,38,39,15,3,12,2,8,0,2,0.522,2,1,0,161.644,18,1.908,1690,fda
355.36,27.153,41.763,29.989,46.957,42,43,12,0,12,3,5,0,6,0.636,1,0.333,0,119.362,20,-0.762,657,fda
355.43,24.646,37.513,25.392,40.458,36,37,15,4,11,2,10,0,2,0.478,2,1,78.106,86.111,20,1.204,1426,fda
355.47,31.202,51.014,32.961,57.318,51,54,12,0,12,0,5,0,10,0.692,1,0.25,0,174.783,26,-0.798,645,fda
355.47,31.202,51.014,32.961,57.318,51,54,12,0,12,0,5,0,10,0.692,1,0.25,0,174.783,26,-0.798,1919,fda
355.9,29.875,46.792,31.944,52.8,47,49,17,0,17,1,5,0,4,0.64,2,0.667,0,206.536,23,0.233,2087,fda
356.05,20.561,26.444,21.795,27.191,25,26,12,0,12,5,7,0,2,0.632,2,1,0,123.216,10,0.497,1405,fda
356.08,19.737,32.385,21.716,36.42,32,32,2,2,0,2,6,0,1,0.375,1,1,0,56.975,7,-0.612,2527,fda
356.161,24.469,31.876,36.318,34.708,32,32,14,2,12,2,6,0,2,0.571,2,1,0,135.906,17,0.378,1272,fda
356.25,23.652,37.531,24.733,40.675,36,36,9,3,6,3,9,0,1,0.286,1,1,0,80.422,17,1.25,739,fda
356.29,25.986,43.032,28.097,48.535,43,44,7,1,6,1,5,0,4,0.667,2,0.667,48.613,126.434,15,-0.291,1113,fda
356.411,28.421,40.92,40.597,45.325,41,42,9,3,6,2,8,0,4,0.542,2,0.667,56.455,80.865,19,-0.219,1205,fda
356.44,28.456,42.523,29.801,46.625,42,44,16,4,12,1,5,0,4,0.6,2,0.667,54.247,142.116,23,-0.356,449,fda
356.46,30.697,50.232,32.205,56.401,50,50,15,3,12,0,6,0,2,0.462,2,1,0,124.539,19,0.251,1126,fda
356.48,29.116,45.214,30.875,50.282,45,47,14,2,12,1,6,0,3,0.68,3,1,82.209,186.618,23,-0.317,744,fda
356.55,33.573,57.12,36.546,65.271,58,61,7,1,6,0,3,0,10,0.654,1,0.25,39.756,135.282,26,-0.446,869,fda
356.83,28.229,42.578,29.324,46.89,42,44,15,3,12,1,6,0,4,0.64,2,0.667,0,207.73,22,-0.317,777,fda
357.35,27.514,42.571,27.313,46.242,41,42,16,4,12,0,9,0,2,0.462,2,1,0,200.581,24,1.811,2544,fda
357.43,29.134,46.745,29.966,52.572,46,48,10,3,6,0,8,0,3,0.692,3,1,0,244.901,26,0.327,2227,fda
357.45,30.493,48.243,31.955,54.5,48,50,17,0,17,0,4,0,4,0.615,2,0.667,0,237.512,22,-0.408,2566,fda
357.47,28.61,44.433,30.12,49.365,44,46,14,2,12,1,7,0,3,0.68,3,1,82.32,189.109,23,-0.277,723,fda
357.54,33.068,56.338,35.79,64.354,57,58,8,1,6,0,4,0,2,0.462,2,1,0,203.261,20,-0.408,320,fda
357.81,27.923,41.804,28.773,45.601,41,43,18,2,16,1,6,0,4,0.6,2,0.667,53.099,139.867,23,-0.317,299,fda
358.07,34.1,62.425,38.546,72.956,64,62,6,0,6,1,3,0,1,0.25,1,1,0,93.446,17,0.173,2535,fda
358.223,27.802,35.793,60.062,39.325,36,32,4,4,0,3,13,0,0,0,0,0,0,0,14,0.017,2821,fda
358.24,23.32,36.716,24.216,39.805,35,35,9,3,6,3,9,0,1,0.286,1,1,0,80.422,17,0.519,1238,fda
358.3,27.417,44.443,29.256,49.954,44,45,11,1,10,2,7,0,3,0.391,1,0.5,54.133,64.046,20,-0.241,2083,fda
358.34,26.372,48.647,25.829,53.08,46,46,1,1,0,0,12,0,1,0.25,1,1,0,93.428,24,6.687,1623,fda
358.42,30.084,48.683,31.102,53.824,48,54,3,3,0,0,6,0,40,0.769,1,0.143,34.628,101.112,25,-0.76,2406,fda
358.47,31.422,52.123,33.171,58.445,52,55,5,5,0,0,5,0,10,0.654,1,0.25,37.415,125.669,26,0.213,232,fda
358.51,29.126,50.52,31.068,56.946,50,50,4,4,0,1,8,0,1,0.125,1,1,0,0,23,2.702,1943,fda
358.87,27.175,39.444,28.756,43.186,39,41,20,2,18,2,6,0,3,0.75,3,1,0,227.248,21,-0.74,1473,fda
359.29,24.949,39.782,23.671,43.052,37,39,13,2,11,0,11,0,4,0.6,2,0.667,63.643,158.591,20,-0.553,36,fda
359.4,28.004,48.618,28.296,54.243,47,48,4,4,0,0,10,0,2,0.44,2,1,79.436,90.605,25,1.124,35,fda
359.44,29.86,48.636,30.932,54.615,48,51,9,3,6,0,7,0,5,0.731,3,0.75,0,206.609,23,-0.294,2938,fda
359.49,29.137,46.316,30.881,51.78,46,48,17,1,16,1,7,0,4,0.6,2,0.667,54.96,161.164,25,-0.277,1574,fda
359.67,23.061,30.996,24.494,33.034,30,32,16,0,16,4,7,0,4,0.714,2,0.667,45.867,115.176,21,-0.197,1182,fda
360.27,21.587,32.833,22.653,35.136,31,32,10,4,6,4,11,0,3,0.5,1,0.5,0,94.607,18,1.398,1136,fda
360.34,27.933,43.687,27.727,46.997,42,43,15,3,12,0,8,0,2,0.462,2,1,0,207.706,26,2.596,908,fda
360.36,26.899,50.531,26.591,55.495,48,47,1,1,0,0,12,0,1,0.25,1,1,0,88.555,23,7.729,2537,fda
360.4,29.073,47.12,29.591,51.99,46,47,12,6,6,0,8,0,2,0.462,2,1,0,170.429,25,-0.256,679,fda
360.42,29.553,47.862,30.381,53.326,47,50,9,3,6,0,7,0,8,0.731,2,0.5,0,210.135,24,0.289,851,fda
360.44,30.61,50.567,31.864,56.239,50,56,2,2,0,0,6,0,40,0.769,1,0.143,34.628,101.112,25,-0.332,904,fda
360.49,31.949,54.007,33.932,60.86,54,57,4,4,0,0,5,0,10,0.654,1,0.25,37.415,125.669,26,0.898,309,fda
360.49,31.949,54.007,33.932,60.86,54,57,4,4,0,0,5,0,10,0.654,1,0.25,37.415,125.669,26,0.213,2065,fda
360.59,34.627,60.887,38.069,70.102,62,65,2,2,0,0,3,0,10,0.654,1,0.25,39.27,129.036,26,-0.874,1549,fda
360.79,25.89,42.88,25.938,47.1,41,42,9,4,5,1,11,0,3,0.667,3,1,138.688,83.445,20,-0.535,1240,fda
360.85,27.03,46.313,27.801,52.093,45,45,8,3,5,1,11,0,3,0.375,1,0.5,55.612,66.929,22,2.825,383,fda
360.86,29.482,46.353,31.051,51.349,46,47,14,2,12,1,5,0,2,0.48,2,1,0,192.129,19,-0.79,346,fda
360.932,20.1,28.462,42.772,30.249,27,20,2,2,0,6,16,0,0,0,0,0,0,0,5,9.113,2819,fda
360.95,23.505,38.135,25.722,41.86,37,37,9,4,5,4,10,0,3,0.45,1,0.5,36.373,47.555,17,1.349,2652,fda
361.291,27.08,47.302,40.693,53.682,47,44,2,2,0,3,12,0,0,0,0,0,0,0,14,4.988,2707,fda
361.39,28.567,46.338,28.835,51.073,45,47,13,2,11,0,9,0,10,0.615,1,0.25,17.316,68.535,14,2.634,2655,fda
361.41,29.048,47.08,29.625,52.409,46,49,9,3,6,0,8,0,8,0.731,2,0.5,0,210.135,24,-0.256,418,fda
361.41,29.048,47.08,29.625,52.409,46,49,9,3,6,0,8,0,8,0.731,2,0.5,0,210.135,24,-0.256,1442,fda
361.41,29.048,47.08,29.625,52.409,46,49,9,3,6,0,8,0,8,0.731,2,0.5,0,210.135,24,-0.256,2905,fda
361.42,30.622,46.363,31.676,51.073,46,48,20,2,18,0,5,0,3,0.667,3,1,0,295.979,15,-0.806,1128,fda
361.44,29.906,49.778,30.904,55.694,49,49,17,1,16,0,8,0,6,0.538,1,0.333,0,104.459,25,5.338,1235,fda
361.44,29.906,49.778,30.904,55.694,49,50,13,3,10,0,8,0,6,0.5,1,0.333,24.02,68.221,22,3.468,2055,fda
361.52,33.299,53.243,35.813,60.315,54,55,15,2,12,0,3,0,2,0.444,2,1,0,212.763,19,-0.879,319,fda
361.85,28.976,45.571,30.296,50.432,45,46,14,2,12,1,6,0,2,0.48,2,1,0,197.695,20,0.273,1204,fda
361.97,31.256,52.436,34.023,60.418,53,55,11,0,11,1,6,0,5,0.84,3,0.75,54.002,221.681,21,-0.751,1775,fda
362.37,27.943,48.993,27.92,53.661,47,50,1,1,0,0,10,0,7,0.64,2,0.5,46.556,189.187,25,3.609,1051,fda
362.38,27.426,52.414,27.352,57.91,50,49,0,0,0,0,12,0,1,0.25,1,1,0,88.555,23,8.8,1776,fda
362.39,26.68,40.545,26.955,43.664,39,40,17,5,12,1,9,0,2,0.48,2,1,0,186.742,22,1.084,1343,fda
362.4,28.905,52.123,32.449,60.402,53,53,1,1,0,1,4,0,3,0.381,1,0.5,50.276,60.398,13,-0.797,1315,fda
362.4,28.543,46.298,28.87,51.492,45,48,9,3,6,0,9,0,8,0.731,2,0.5,0,210.135,24,-0.218,2906,fda
362.44,29.202,48.989,29.943,55.149,48,50,9,4,5,0,10,0,3,0.577,3,1,253.816,0,26,2.672,1495,fda
362.51,32.476,55.891,34.694,63.275,56,59,3,3,0,0,5,0,10,0.654,1,0.25,37.415,125.669,26,0.898,282,fda
362.51,32.794,52.461,35.057,59.398,53,57,13,1,12,0,4,0,7,0.889,3,0.6,0,405.83,23,-0.843,1755,fda
363.421,31.793,47.392,44.227,53.152,48,48,14,2,12,1,6,0,2,0.462,2,1,0,193.086,18,-0.332,1283,fda
363.45,30.95,48.24,32.233,53.86,48,51,15,3,12,0,6,0,5,0.704,3,0.75,0,215.8,25,0.231,2373,fda
363.82,28.164,44.014,28.989,48.226,43,44,14,2,12,1,7,0,2,0.48,2,1,0,204.348,22,-0.711,1284,fda
363.87,29.503,47.454,31.057,52.847,47,50,8,2,6,1,6,0,24,0.72,1,0.2,22.777,122.437,24,0.273,837,fda
363.92,30.842,50.894,33.125,57.468,51,51,13,1,12,1,5,0,2,0.48,2,1,0,182.096,14,-0.356,957,fda
364.38,29.304,44.025,29.614,47.95,43,47,15,4,11,0,7,0,15,0.778,1,0.2,27.64,163.161,27,0.267,644,fda
364.38,29.304,44.025,29.614,47.95,43,47,15,4,11,0,7,0,15,0.778,1,0.2,27.64,163.161,27,0.267,1047,fda
364.46,28.545,45.869,29.784,50.7,45,46,15,3,12,1,8,0,2,0.48,2,1,0,173.471,22,1.815,98,fda
364.47,32.181,50.912,33.955,56.82,51,53,15,3,12,0,4,0,3,0.667,3,1,0,295.979,13,-0.843,1831,fda
364.52,32.109,60.887,37.347,72.059,63,61,0,0,0,1,2,0,0,0,0,0,0,0,15,-0.891,1267,fda
364.57,34.858,57.792,38.091,66.062,59,63,7,0,6,0,2,0,11,0.815,2,0.4,105.521,135.306,25,-0.492,939,fda
364.91,30.336,50.112,32.37,56.551,50,50,13,1,12,1,6,0,2,0.48,2,1,0,188.491,22,2.568,1304,fda
364.94,28.238,48.516,30.472,54.681,48,47,9,3,6,2,8,0,1,0.261,1,1,0,84.623,19,-0.198,2361,fda
365.25,24.052,39.705,23.636,43.097,37,39,11,1,10,1,14,0,4,0.583,2,0.667,113.526,62.269,23,3.842,68,fda
365.28,24.91,42.404,24.915,46.382,40,41,11,1,10,1,14,0,4,0.583,2,0.667,107.771,59.503,22,5.757,1777,fda
365.37,30.745,49.345,33.83,55.91,50,51,12,0,12,2,3,0,2,0.5,2,1,0,168.726,20,-0.424,1359,fda
365.45,28.04,45.087,29.029,49.783,44,46,9,3,6,1,9,0,4,0.52,2,0.667,63.579,88.922,22,2.686,808,fda
365.86,29.171,46.64,30.54,51.977,46,48,12,0,12,1,6,0,5,0.84,3,0.75,55.501,205.02,22,-0.317,805,fda
365.87,26.911,40.873,28.216,44.893,40,42,15,3,12,2,8,0,4,0.667,2,0.667,0,185.593,22,1.08,225,fda
365.87,26.911,40.873,28.216,44.893,40,42,15,3,12,2,8,0,4,0.625,2,0.667,52.347,143.157,23,1.08,303,fda
365.89,30.03,49.338,31.818,55.262,49,51,8,2,6,1,6,0,10,0.68,1,0.25,0,150.222,24,-0.317,996,fda
365.9,29.831,49.331,31.614,55.634,49,49,16,1,15,1,7,0,7,0.72,2,0.5,81.467,86.59,22,1.776,1533,fda
366.36,30.24,48.563,33.074,54.993,49,50,12,0,12,2,4,0,3,0.75,3,1,0,250.158,16,-0.823,1870,fda
366.46,31.289,45.912,32.603,51.481,46,48,21,1,18,0,6,0,3,0.643,3,1,0,297.972,23,0.212,2219,fda
366.48,29.39,44.323,30.909,49.238,44,47,22,1,21,1,7,0,5,0.769,3,0.75,126.647,158.511,24,-0.294,935,fda
366.54,34.046,56.236,36.784,63.856,57,63,3,3,0,0,3,0,25,0.852,1,0.143,73.745,153.383,27,-0.879,135,fda
366.77,27.046,41.684,27.131,44.731,40,41,17,0,17,1,8,0,4,0.64,2,0.667,0,147.948,19,-0.238,2401,fda
366.86,30.24,45.142,31.835,49.724,45,48,15,3,12,1,4,0,5,0.846,3,0.75,0,291.483,22,-0.408,845,fda
367.441,29.728,42.694,42.148,47.613,43,45,17,1,16,2,8,0,4,0.6,2,0.667,53.973,153.992,25,-0.672,546,fda
367.441,29.728,42.694,42.148,47.613,43,45,17,1,16,2,8,0,4,0.6,2,0.667,53.973,153.992,25,-0.672,1961,fda
367.47,28.567,46.971,29.79,52.199,46,47,6,6,0,1,9,0,4,0.56,2,0.667,0,153.26,24,3.569,2798,fda
367.8,28.396,40.92,29.011,44.186,40,44,21,0,21,1,6,0,21,0.923,1,0.167,62.222,113.512,25,-0.76,1858,fda
367.84,28.161,45.076,29.029,50.144,44,46,9,3,6,1,8,0,5,0.76,3,0.75,0,182.617,21,0.352,2554,fda
367.92,30.358,51.214,32.375,58.049,51,53,7,1,6,1,7,0,4,0.6,2,0.667,57.08,156.02,23,1.005,793,fda
368.3,26.986,44.032,29.097,49.535,44,46,7,1,6,1,5,0,12,0.773,1,0.25,20.81,60.139,21,-0.31,2649,fda
368.31,27.879,40.92,27.204,43.166,39,41,17,5,12,0,8,0,6,0.519,1,0.333,0,161.892,27,-0.272,1287,fda
368.39,24.787,39.287,24.284,43.156,37,38,22,2,20,1,15,0,6,0.72,2,0.5,29.531,37.139,13,5.698,2976,fda
368.41,30.557,47.8,31.341,52.408,47,48,16,4,12,0,6,0,2,0.444,2,1,0,217.994,27,0.908,373,fda
368.52,28.017,44.618,29.977,49.411,44,45,12,0,12,2,8,0,2,0.5,2,1,0,177.527,12,1.86,1721,fda
368.56,34.891,54.69,37.91,62.394,56,59,19,1,18,0,2,0,4,0.857,4,1,0,414.315,16,-0.919,1525,fda
368.57,34.056,61.541,36.978,70.521,62,62,3,3,0,0,5,0,1,0.192,1,1,91.029,0,26,1.659,2327,fda
369.32,28.922,46.225,31.012,51.871,46,46,13,1,12,2,6,0,2,0.5,2,1,0,122.315,19,0.998,836,fda
369.37,28.299,45.785,28.25,50.507,44,45,13,1,12,0,8,0,2,0.462,2,1,0,183.897,24,0.327,2381,fda
369.4,26.518,40.76,26.716,44.759,39,41,17,1,16,1,9,0,4,0.6,2,0.667,54.66,160.462,23,-0.198,125,fda
369.4,26.518,40.76,26.716,44.759,39,41,17,1,16,1,9,0,4,0.6,2,0.667,54.66,160.462,23,-0.198,1170,fda
369.5,32.729,53.898,34.722,60.733,54,57,12,0,12,0,5,0,10,0.667,1,0.25,0,181.133,26,-0.806,2322,fda
369.52,32.331,53.883,34.313,61.477,54,57,12,1,11,0,7,0,5,0.778,3,0.75,80.077,239.96,25,-0.309,102,fda
369.54,30.432,52.294,32.62,59.235,52,53,9,3,6,1,8,0,2,0.44,2,1,79.234,91.588,24,1.045,92,fda
370.32,27.513,45.916,29.858,51.95,46,47,7,1,6,1,5,0,4,0.636,2,0.667,51.03,133.393,15,-0.31,1112,fda
370.35,27.69,46.218,27.193,50.203,44,45,6,6,0,0,11,0,2,0.423,2,1,79.469,90.101,26,-0.142,2195,fda
370.38,28.29,43.523,28.142,48.034,42,45,18,1,17,0,10,0,4,0.815,4,1,168.655,182.074,27,-0.199,1773,fda
370.43,31.084,49.683,32.102,54.824,49,53,12,0,12,0,6,0,7,0.852,3,0.6,168.364,139.799,26,-0.769,2403,fda
370.46,29.304,44.658,30.568,49.076,44,46,20,3,17,1,7,0,3,0.654,3,1,79.119,169.804,21,-0.294,1476,fda
370.47,28.787,48.08,30,53.325,47,47,9,4,5,1,9,0,2,0.44,2,1,41.258,49.012,20,1.855,2016,fda
370.57,31.464,54.96,34.137,62.567,55,55,9,3,6,1,7,0,2,0.48,2,1,0,135.513,20,0.312,1733,fda
370.69,25.75,37.782,27.171,41.815,37,37,15,3,12,3,8,0,2,0.522,2,1,0,173.929,10,1.118,1597,fda
